timestamp,service_type,service_environment,request_method,request_path,request_source_ip,response_status_code,response_size,response_time_ms,error_message,error_code,correlation_id,trace_id,span_id,parent_id,cpu_usage,memory_usage,active_connections,is_anomalous,metadata_service_name,metadata_service_version,metadata_environment,metadata_instance_id,metadata_region,metadata_deployed_at,metadata_cloud_provider,metadata_instance_type,metadata_auto_scaling_group,header_Accept,header_Content-Type,header_X-Service-Name,header_X-Service-Version,header_X-Request-ID,header_X-API-Key,metadata_datacenter,metadata_rack,metadata_server
2025-03-20T06:00:41.829044,payment-service,gcp-cloud,POST,/payments/process,150.206.125.23,500,932,1242.68,Internal service error,E500_6002,svc-f6b3f3b1-3466-beae,trace-b1f62082f99c4e4a,span-5503d11b,,30.61,69.4,883,False,payment-service,v3,gcp-cloud,inst-28c2903a,us-east,2025-02-25T08:00:41.324044,gcp,gcp-large,asg-payment-service-77cb29,application/json,application/json,payment-service,v2,24b321cc-6e69-4db9-bcb3-02e72e619469,svc-key-7e2806493e8f4b6d,,,
2025-03-21T17:00:41.461044,order-service,on-premise,POST,/orders/history,164.230.10.253,200,744,348.29,,,svc-e6d978d0-8600-2867,trace-292195d350484ce4,span-44fbadb1,parent-f36fe883,23.01,40.43,70,False,order-service,v1,on-premise,inst-5d77bbc0,eu-central,2025-03-15T08:00:41.291044,,,,application/json,application/json,order-service,v3,0841c710-a9db-4074-925b-fb52241aa6b7,,dc-east,rack-12,srv-573
2025-03-18T12:45:39.238044,product-service,gcp-cloud,DELETE,/products,49.72.125.248,202,7812,24.45,,,svc-93155b68-c56d-84f3,trace-9fbf79247499452a,span-770c7cdb,parent-96ad52e5,90.6,31.72,984,False,product-service,v2,gcp-cloud,inst-ffd3dbd1,us-east,2025-03-10T08:00:41.238044,gcp,gcp-large,asg-product-service-79f331,application/json,application/json,product-service,v3,893c411a-c700-4bf6-8965-f7c3d3de7905,,,,
2025-04-13T03:00:41.595044,product-service,aws-cloud,POST,/products/50952cf9-5d9e-426b-9053-71859e7f3b2e,51.71.33.108,204,0,139.92,,,svc-8e691fca-56d4-2d14,trace-62bcfc122cc349f2,span-633b1d9c,parent-fd27afc4,32.33,30.16,998,False,product-service,v2,aws-cloud,inst-ed0cfe8c,eu-central,2025-02-24T08:00:41.323044,aws,aws-medium,asg-product-service-f4cb9a,application/json,application/json,product-service,v3,02572a01-f6f9-4434-8153-c0570224c70c,,,,
2025-03-28T08:00:41.786044,payment-service,aws-cloud,POST,/payments/process,251.199.126.152,202,7180,150.72,,,svc-93a742a6-c0c8-9057,trace-9dbbaa03a75f440a,span-39fa3c93,,22.55,67.09,915,False,payment-service,v1,aws-cloud,inst-3294a784,ap-south,2025-02-28T08:00:41.295044,aws,aws-medium,asg-payment-service-d76626,application/json,application/json,payment-service,v3,24e532c4-ef52-46c6-91ad-b5837925b15b,svc-key-bc1f8d67c33045f5,,,
2025-04-10T02:00:41.441044,auth-service,azure-cloud,PUT,/refresh-token,144.52.76.134,201,9888,193.79,,,svc-b2f96748-5d29-972e,trace-b448509dc6d04c72,span-929c3f54,,36.64,81.65,398,False,auth-service,v1,azure-cloud,inst-53d60111,us-west,2025-03-16T08:00:41.294044,azure,azure-medium,asg-auth-service-dc6c27,application/json,application/json,auth-service,v3,f091b8a7-222d-4503-bd75-9645f6a73afd,svc-key-ecf102fe3a7147b9,,,
2025-03-19T22:00:41.690045,payment-service,gcp-cloud,GET,/payments,141.103.106.153,202,1350,116.35,,,svc-9fd9d27e-1520-2305,trace-6613b34b31e44ad7,span-e048704c,,82.69,84.79,403,False,payment-service,v2,gcp-cloud,inst-65b48bfe,us-west,2025-02-07T08:00:41.302044,gcp,gcp-large,asg-payment-service-e110a4,application/json,application/json,payment-service,v3,f77a617c-053a-4c62-8408-071877879894,svc-key-d9f654d9729e4d50,,,
2025-03-24T12:00:41.530044,auth-service,azure-cloud,POST,/authenticate,157.186.104.234,504,405,1552.93,Unexpected service error,E504_7082,svc-ef6c07d9-907d-73fc,trace-30e4abbb7f654735,span-5cabcd2f,parent-3bb0d6a0,63.91,30.11,773,True,auth-service,v1,azure-cloud,inst-fc6f3d43,us-east,2025-04-09T08:00:41.331044,azure,azure-large,asg-auth-service-997870,application/json,application/json,auth-service,v3,2ded5737-8923-4562-a16c-a623159f6877,svc-key-d2547143f5e343e4,,,
2025-04-01T02:00:41.356045,auth-service,azure-cloud,PUT,/validate,202.149.124.46,201,1103,119.53,,,svc-240e6275-9de2-4754,trace-566549fc6b584963,span-55abef37,parent-fa468720,34.06,21.7,651,False,auth-service,v1,azure-cloud,inst-2216472a,us-east,2025-02-11T08:00:41.277045,azure,azure-medium,asg-auth-service-cb2ae4,application/json,application/json,auth-service,v1,1438c0a3-8a7a-4a92-838a-858a7ce2a58d,svc-key-681dc435d8af4640,,,
2025-04-08T16:04:36.251044,user-service,on-premise,GET,/users/search,150.232.57.34,204,0,412.63,,,svc-639e8512-824b-b023,trace-6de82c5ffbb54572,span-cfe4e381,parent-92000fc2,41.85,86.41,329,False,user-service,v1,on-premise,inst-924211ba,us-west,2025-03-20T08:00:41.251044,,,,application/json,application/json,user-service,v3,7d0beaf8-7d79-4afc-9544-b7370b3d5087,svc-key-532a67e7a8534491,dc-west,rack-15,srv-518
2025-04-16T22:24:03.228043,auth-service,azure-cloud,DELETE,/refresh-token,84.167.182.155,422,999,533.89,Unexpected service error,E422_9261,svc-3c76a20e-6cb6-efc7,trace-1481540b378e449a,span-e3ce518b,,65.1,70.3,19,False,auth-service,v2,azure-cloud,inst-ec673365,eu-central,2025-03-23T08:00:41.228043,azure,azure-small,asg-auth-service-a63ba3,application/json,application/json,auth-service,v1,68a1cdef-8340-4b96-9fdf-663f6b516a56,svc-key-851a9ad9dfae47ee,,,
2025-03-26T08:31:10.260044,order-service,on-premise,POST,/orders,195.122.146.123,204,0,113.12,,,svc-ad4b45fb-3d7a-9600,trace-19e57309b5344fa0,span-1ec72108,parent-86b65d4b,23.05,45.07,226,False,order-service,v1,on-premise,inst-56c27cf8,eu-central,2025-04-01T08:00:41.260044,,,,application/json,application/json,order-service,v2,b5e4c3e0-cc52-4fe8-8c81-0cbe5c1e2cca,,dc-central,rack-13,srv-272
2025-03-23T06:00:41.446044,user-service,on-premise,PUT,/users/d3e62c2a-f130-4501-9529-84212bff0563,148.86.139.116,201,2277,169.31,,,svc-c594d330-136c-e0e4,trace-5efead34daed4dc9,span-f0ab01f9,parent-02f6c4cc,68.92,76.07,410,False,user-service,v1,on-premise,inst-64adf651,eu-central,2025-03-18T08:00:41.325044,,,,application/json,application/json,user-service,v1,f9bcd063-2eec-4398-9b0c-ef53e3debeea,svc-key-1fd92cf65b854172,dc-central,rack-15,srv-831
2025-04-12T09:00:41.677044,order-service,on-premise,POST,/orders/status,11.177.186.216,200,9985,333.48,,,svc-e3c5c279-9cc4-6f10,trace-c9c3793fbdd643bf,span-416c1471,parent-fcfd550c,15.89,78.95,798,False,order-service,v3,on-premise,inst-543cc6e8,eu-central,2025-03-24T08:00:41.324044,,,,application/json,application/json,order-service,v2,f6bd12de-4097-4946-a7a5-11c3845bcd87,,dc-east,rack-4,srv-248
2025-04-13T08:00:41.810044,product-service,azure-cloud,PUT,/products/5dd04f6b-4786-4abf-bdad-6c0dd4f599cc,155.72.198.251,200,2702,114.65,,,svc-d253801d-001d-3c60,trace-b568bcc83db6434b,span-3f4748d7,,64.84,63.88,644,False,product-service,v1,azure-cloud,inst-4abaf03c,us-east,2025-03-31T08:00:41.310044,azure,azure-small,asg-product-service-3de11b,application/json,application/json,product-service,v1,400fea61-3b99-48a4-8f77-55dcb680eb78,,,,
2025-04-14T01:42:27.221044,product-service,aws-cloud,GET,/products/search,120.42.101.224,201,8554,69.38,,,svc-6b2ac934-fbfc-61a5,trace-9c969a72f5cb4564,span-6386ccac,parent-ea8610ba,25.67,23.6,968,False,product-service,v1,aws-cloud,inst-38eeba83,us-east,2025-02-02T08:00:41.221044,aws,aws-medium,asg-product-service-b5ab0a,application/json,application/json,product-service,v1,4d3757d8-0961-4b54-bb52-436b7d9b6461,,,,
2025-03-28T15:53:17.219046,payment-service,aws-cloud,POST,/payments/process,235.183.163.133,204,0,20.3,,,svc-9f0b9de2-661e-6e5f,trace-c8371fcb2fcd45af,span-ec3c3409,parent-4c231d88,66.39,28.72,926,False,payment-service,v2,aws-cloud,inst-5d208109,ap-south,2025-04-08T08:00:41.219046,aws,aws-large,asg-payment-service-3997ef,application/json,application/json,payment-service,v3,3f9a191c-4d62-4394-9eb6-8153b8239176,svc-key-6387d01968424804,,,
2025-04-01T02:24:10.250044,user-service,gcp-cloud,GET,/users/search,111.117.163.178,204,0,188.23,,,svc-606a6511-ae51-37c3,trace-eb7edb9fb7344675,span-77544059,parent-d68f4ac6,80.57,24.51,213,False,user-service,v2,gcp-cloud,inst-6774dc42,ap-south,2025-03-29T08:00:41.251044,gcp,gcp-small,asg-user-service-8e2c2f,application/json,application/json,user-service,v3,09571521-2dd2-4a1c-b924-d98e517172a5,svc-key-bd67f7705d5c4d15,,,
2025-04-11T02:54:54.252043,payment-service,azure-cloud,DELETE,/payments,157.226.253.63,200,7149,91.09,,,svc-1ed3558d-c26a-2648,trace-ccfbe17e20744a8c,span-24ae48fa,parent-0a643196,91.87,67.26,828,False,payment-service,v3,azure-cloud,inst-abf81798,ap-south,2025-03-09T08:00:41.252043,azure,azure-large,asg-payment-service-f1f35f,application/json,application/json,payment-service,v1,6c092a23-32c4-4336-b5ea-4fe07092c7e5,svc-key-4284891d1d8e4882,,,
2025-03-22T09:00:41.345044,user-service,aws-cloud,GET,/users/232fea92-9ceb-4d22-a095-8a96c6a22fe6,122.180.23.214,204,0,187.43,,,svc-cb0b4798-ee20-3380,trace-f254e15faa924b03,span-7509f0ad,parent-c217ec1b,33.62,31.64,639,False,user-service,v1,aws-cloud,inst-7748d0ee,eu-central,2025-01-28T08:00:41.312044,aws,aws-small,asg-user-service-1f9061,application/json,application/json,user-service,v2,f1bd72c4-8968-46c5-9031-bdb18410fe6e,svc-key-9b8f2a3e21dc4399,,,
2025-03-18T03:02:05.248044,auth-service,gcp-cloud,POST,/authenticate,210.64.37.234,204,0,152.03,,,svc-670212b9-63fe-680f,trace-653ead1daaf540e8,span-c950b4cb,parent-b8fc0437,30.44,59.09,17,False,auth-service,v1,gcp-cloud,inst-8f167583,ap-south,2025-02-08T08:00:41.248044,gcp,gcp-medium,asg-auth-service-fb17c5,application/json,application/json,auth-service,v3,2b0a01da-c5a7-491a-ab92-17a5faeb8537,svc-key-469870fc616c4cbc,,,
2025-03-22T07:24:51.268044,payment-service,aws-cloud,POST,/payments,162.97.7.141,429,818,416.06,Unexpected service error,E429_7658,svc-42ae867d-9096-7d8d,trace-024d463b1a344428,span-64bac962,parent-505f4a8e,59.16,22.55,768,True,payment-service,v2,aws-cloud,inst-7b072030,us-east,2025-02-18T08:00:41.268044,aws,aws-small,asg-payment-service-2368a0,application/json,application/json,payment-service,v1,5b885489-99b7-4fe7-ae88-918e09cbcf20,svc-key-841f3341629240b8,,,
2025-04-07T21:52:50.240043,payment-service,azure-cloud,POST,/payments/process,66.0.121.245,204,0,121.37,,,svc-2c2e0555-c89c-e397,trace-5c743ce2fe70418e,span-9a3b87dd,parent-5b6db1f5,77.04,35.43,723,False,payment-service,v3,azure-cloud,inst-2ec22d5f,us-east,2025-02-14T08:00:41.240043,azure,azure-small,asg-payment-service-96c209,application/json,application/json,payment-service,v1,9f6d9292-1b62-414f-89ec-70a53d999aa9,svc-key-16591904e093434e,,,
2025-03-26T15:00:41.605044,order-service,on-premise,DELETE,/orders/status,243.58.114.200,204,0,148.58,,,svc-b998ec9c-1e03-c16f,trace-bf623c855add4d99,span-50e30d40,parent-cb78fd13,44.52,77.77,559,False,order-service,v3,on-premise,inst-93ae678a,us-west,2025-04-16T08:00:41.296044,,,,application/json,application/json,order-service,v2,9be9afe1-bd76-46d8-bff5-e5c827d41113,,dc-central,rack-4,srv-607
2025-03-18T22:39:54.223044,order-service,aws-cloud,POST,/orders/4b3fb422-774c-442c-9c95-8f6e88d2525e,246.128.44.219,202,5347,115.55,,,svc-1ff34242-6be3-aba7,trace-2df0753af37a46ca,span-940b0778,parent-03239ca2,92.15,80.21,746,False,order-service,v3,aws-cloud,inst-c9a2ec0e,eu-central,2025-04-02T08:00:41.223044,aws,aws-medium,asg-order-service-86400c,application/json,application/json,order-service,v2,6a15894b-ed65-41ba-bead-45508deabe57,,,,
2025-03-23T14:53:18.260044,auth-service,on-premise,DELETE,/refresh-token,49.196.110.249,202,8084,143.32,,,svc-06d5be86-402b-c716,trace-24028ee0a99a48e0,span-8fb35f85,parent-69a76f47,31.3,69.64,144,False,auth-service,v1,on-premise,inst-3c015f16,us-east,2025-01-25T08:00:41.260044,,,,application/json,application/json,auth-service,v1,d6b968f8-d671-4fe3-ae15-d1c73c06518e,svc-key-4d0c47b4ee6f42cf,dc-central,rack-15,srv-490
2025-03-21T17:00:41.513044,payment-service,gcp-cloud,PUT,/payments/3bf4e9dd-9b0c-4f6f-9ec9-27bc510445f3,246.212.70.28,204,0,24.56,,,svc-e6d978d0-8600-2867,trace-292195d350484ce4,span-929b7af3,parent-7c418231,68.2,48.69,552,False,payment-service,v3,gcp-cloud,inst-6023f1d9,us-west,2025-03-29T08:00:41.291044,gcp,gcp-large,asg-payment-service-61d67c,application/json,application/json,payment-service,v2,bf2d085c-27c2-440a-877a-e258ca03778e,svc-key-c1f544f3fa354c22,,,
2025-04-07T18:56:46.235044,user-service,aws-cloud,PUT,/users/1b0fae4f-e23f-4746-b0cd-641bd5e2855a,45.68.90.248,204,0,45.78,,,svc-2147f780-f1e5-6151,trace-30782ba2285f4bed,span-c8a372a5,parent-7b1343aa,10.4,39.15,784,False,user-service,v1,aws-cloud,inst-e645fc3a,us-east,2025-02-13T08:00:41.235044,aws,aws-medium,asg-user-service-ab7a19,application/json,application/json,user-service,v3,e790dc90-7c67-4ddd-b1ef-3ec13e7276db,svc-key-7d9a1113b4c343cb,,,
2025-03-19T08:46:38.258043,product-service,gcp-cloud,PUT,/products/categories,84.72.16.222,201,7455,80.25,,,svc-2cfcd6e7-a877-ef3d,trace-c266ad2d3e504155,span-ef799d19,parent-0342e880,63.15,21.95,447,False,product-service,v1,gcp-cloud,inst-2b63b821,us-west,2025-03-22T08:00:41.258043,gcp,gcp-small,asg-product-service-f03de3,application/json,application/json,product-service,v3,2e3feabc-2538-4ca8-8a96-ac1bee6490ec,,,,
2025-04-14T12:57:55.240043,order-service,gcp-cloud,GET,/orders/status,172.140.220.175,201,8876,135.25,,,svc-cb500ccd-d18d-2865,trace-c51d4dab4a1d4558,span-36d80816,parent-43697a3f,65.68,88.3,93,False,order-service,v3,gcp-cloud,inst-e726c026,us-west,2025-01-28T08:00:41.240043,gcp,gcp-small,asg-order-service-637670,application/json,application/json,order-service,v2,eaad7a21-333a-4f48-be81-b0bc03b357a8,,,,
2025-03-31T14:29:13.222044,auth-service,on-premise,DELETE,/revoke-token,44.217.76.187,202,9936,61.64,,,svc-21fd9a21-e988-a8a5,trace-cac9130d97f24018,span-260c1f4a,parent-d1f6226c,47.59,39.47,604,False,auth-service,v3,on-premise,inst-40ca5cf7,us-east,2025-01-20T08:00:41.222044,,,,application/json,application/json,auth-service,v1,9aa5afdd-e502-49dd-aaa1-0abf4e763645,svc-key-b97285962b8b4f04,dc-west,rack-19,srv-141
2025-04-04T00:00:41.459044,user-service,on-premise,PUT,/users/validate,66.143.84.170,201,4845,408.0,,,svc-4449bc43-52d3-abb3,trace-fe1aedd4cb2d4024,span-2517de1d,parent-864ee0c2,47.8,75.12,721,False,user-service,v1,on-premise,inst-efb57d41,eu-central,2025-01-24T08:00:41.283045,,,,application/json,application/json,user-service,v1,f39b7884-b6cf-4ebd-a544-8295b9f15017,svc-key-686b0098794946fb,dc-central,rack-3,srv-569
2025-03-31T01:00:41.547044,order-service,on-premise,POST,/orders/history,76.198.57.201,204,0,111.86,,,svc-b52dfcb9-904d-81f6,trace-0fa3a0b46f6f4c7d,span-7c069390,parent-3135569b,80.52,61.05,779,False,order-service,v1,on-premise,inst-d01becb3,ap-south,2025-04-14T08:00:41.314044,,,,application/json,application/json,order-service,v2,2b471220-2c72-4b62-add9-6fafd3c9b637,,dc-central,rack-3,srv-191
2025-04-12T16:12:18.250044,product-service,on-premise,PUT,/products,173.219.137.67,204,0,177.63,,,svc-11cab620-4089-6fb4,trace-7c03100da79142d1,span-d82e3924,parent-96e2085f,94.89,54.42,112,False,product-service,v1,on-premise,inst-d95c16ba,ap-south,2025-03-10T08:00:41.250044,,,,application/json,application/json,product-service,v3,85c95045-f19d-418a-89f0-33a0306df97e,,dc-west,rack-7,srv-977
2025-04-01T09:22:32.242044,product-service,on-premise,POST,/products/245b812a-3678-42a9-96a4-ea8db44fa0ba,193.182.237.212,202,3033,468.88,,,svc-bbfed29e-feb1-8022,trace-cc861310553b4650,span-e33803b2,,47.29,33.51,710,False,product-service,v3,on-premise,inst-1c4e5c8e,us-east,2025-03-31T08:00:41.242044,,,,application/json,application/json,product-service,v3,44279222-298c-4d4e-a6dc-fdc4c5386756,,dc-west,rack-8,srv-424
2025-04-16T19:00:41.701044,payment-service,aws-cloud,POST,/payments/process,36.132.63.115,200,5641,49.1,,,svc-3b0f4cd4-1137-db4b,trace-0b2b1feb68eb47fb,span-c39d4716,,44.13,25.27,475,False,payment-service,v3,aws-cloud,inst-67cd5c16,us-west,2025-04-09T08:00:41.337044,aws,aws-small,asg-payment-service-e82330,application/json,application/json,payment-service,v3,aa68c8d8-66cc-4c1e-a426-f35e973fc377,svc-key-f515f9d1bd254478,,,
2025-03-17T19:49:19.264044,payment-service,gcp-cloud,POST,/payments/refund,155.211.245.128,201,1378,138.36,,,svc-e761508c-4664-34df,trace-4e8ca095411f47e6,span-ddfd5575,,25.56,89.04,822,False,payment-service,v3,gcp-cloud,inst-d8c3e872,eu-central,2025-03-16T08:00:41.264044,gcp,gcp-large,asg-payment-service-af3ca6,application/json,application/json,payment-service,v1,e43df27f-a7a3-4928-8b92-abbf36e275cb,svc-key-1b90417985ad44d0,,,
2025-04-14T21:00:41.535044,user-service,aws-cloud,GET,/users/validate,134.156.66.24,201,9658,93.83,,,svc-cb0a1fd6-40f8-87ee,trace-441af2e0bc3a497b,span-13e69696,parent-f6b6a490,15.16,76.14,955,False,user-service,v2,aws-cloud,inst-b8ada2d5,eu-central,2025-04-14T08:00:41.305044,aws,aws-large,asg-user-service-81a14b,application/json,application/json,user-service,v3,a8edc93c-ecc2-467c-b085-4f8742ed6dc0,svc-key-ba74cd6d934b4727,,,
2025-04-14T06:05:54.272045,auth-service,gcp-cloud,GET,/refresh-token,125.184.237.113,204,0,1744.78,,,svc-e4e0f67b-1dee-6121,trace-8c48621d2ffa4cf5,span-e0fd3140,parent-995c7113,29.17,71.95,449,True,auth-service,v3,gcp-cloud,inst-3727effb,us-west,2025-03-22T08:00:41.272045,gcp,gcp-medium,asg-auth-service-a2c103,application/json,application/json,auth-service,v3,1dc9229a-a620-42d4-a983-50251e93500c,svc-key-28c33daaa4fe43f1,,,
2025-04-01T23:00:41.668045,product-service,gcp-cloud,POST,/products/43369593-e76d-4771-82b2-02f7b5648334,169.159.140.3,202,3957,77.6,,,svc-03bb2852-59b6-3b85,trace-5219e33f5eb341fa,span-8be4d5d8,parent-df645b50,53.9,53.16,614,False,product-service,v3,gcp-cloud,inst-9f0ac485,us-west,2025-03-06T08:00:41.284044,gcp,gcp-small,asg-product-service-c7c803,application/json,application/json,product-service,v3,f9a99c9d-0673-4cee-b0ff-8257d2bddc97,,,,
2025-03-20T08:00:41.592044,order-service,aws-cloud,POST,/orders/history,150.29.69.48,552,787,984.51,Too many service requests,E552_6831,svc-f62d0bd6-49d5-fbe7,trace-e792a2ba6d264fcc,span-1e34bb89,parent-261ddbdf,71.44,55.4,564,True,order-service,v1,aws-cloud,inst-942443fb,ap-south,2025-03-14T08:00:41.337044,aws,aws-large,asg-order-service-c1bbda,application/json,application/json,order-service,v2,c836fe4c-2b80-405e-9237-daff727e5874,,,,
2025-03-21T02:41:52.245044,product-service,aws-cloud,DELETE,/products,123.124.231.204,200,8064,78.66,,,svc-6c3f2994-b15b-9ca1,trace-7738aaed269f4c04,span-7cd21aa1,parent-459d77df,27.7,68.58,446,False,product-service,v2,aws-cloud,inst-3f156b6d,ap-south,2025-03-17T08:00:41.245044,aws,aws-large,asg-product-service-83140c,application/json,application/json,product-service,v3,5eae8fbd-2ab1-4fd4-a89b-5654f878ddb6,,,,
2025-03-31T17:38:25.270046,auth-service,on-premise,DELETE,/refresh-token,103.22.212.97,500,506,1614.95,Internal service error,E500_1805,svc-935e20e3-545f-2d37,trace-86746c0825ed4e63,span-84c5f618,parent-aa112d0f,55.01,54.55,448,True,auth-service,v3,on-premise,inst-cb4d5a51,ap-south,2025-02-21T08:00:41.270046,,,,application/json,application/json,auth-service,v2,68f7e42b-de03-49d3-bd27-349fae8906fd,svc-key-5a7b7ed7554e487c,dc-east,rack-10,srv-293
2025-04-05T23:00:41.715046,payment-service,gcp-cloud,POST,/payments/process,38.196.81.253,200,4119,190.85,,,svc-56cd2f2f-427f-92f9,trace-1659ad1a33554544,span-f0c01325,,72.35,39.78,208,False,payment-service,v3,gcp-cloud,inst-b0752a91,us-west,2025-03-14T08:00:41.276045,gcp,gcp-medium,asg-payment-service-f03184,application/json,application/json,payment-service,v3,2507fc34-9341-4294-a859-3c8202e0ac2c,svc-key-80245c1275b047b1,,,
2025-03-20T21:00:41.416044,auth-service,aws-cloud,DELETE,/revoke-token,200.34.17.203,204,0,186.99,,,svc-f6fb97f5-498c-e011,trace-3338391055f4404c,span-8570b3d2,parent-115481e9,28.01,72.36,120,False,auth-service,v1,aws-cloud,inst-54060c53,eu-central,2025-04-11T08:00:41.335044,aws,aws-large,asg-auth-service-8217b5,application/json,application/json,auth-service,v1,6e2caf82-e289-4d7a-9f64-92413d2f7be0,svc-key-618ec84484cd4e90,,,
2025-04-04T00:00:41.613044,user-service,on-premise,DELETE,/users/validate,204.94.199.155,200,8968,325.48,,,svc-1cf0d298-37d0-5238,trace-82310176c1be48d9,span-5dcbd014,parent-f963c905,91.17,79.53,398,False,user-service,v3,on-premise,inst-036face8,us-east,2025-04-01T08:00:41.333044,,,,application/json,application/json,user-service,v1,0288b884-e76a-4f8e-9e39-cee0ed6576b3,svc-key-bcfd2b33e9f74a87,dc-west,rack-4,srv-515
2025-03-29T14:47:17.242044,payment-service,azure-cloud,POST,/payments/process,219.16.126.127,404,658,385.65,Service endpoint not found,E404_5945,svc-f25de3de-4cfb-c350,trace-77170aa9bad64b40,span-79eca5c4,parent-59f6a9f5,79.86,68.28,287,False,payment-service,v1,azure-cloud,inst-b0e97d7e,eu-central,2025-03-19T08:00:41.242044,azure,azure-small,asg-payment-service-e814f7,application/json,application/json,payment-service,v1,b6c60880-5480-410d-aa6f-f2754c85742f,svc-key-01ec88ecbda04511,,,
2025-03-23T01:55:04.272045,auth-service,on-premise,GET,/validate,90.35.159.82,202,9165,5389.13,,,svc-897b425f-b5c0-9ae6,trace-3903ae63466842cf,span-00d286d2,parent-7318b85f,57.49,29.65,73,True,auth-service,v2,on-premise,inst-4f3b66ff,us-west,2025-03-21T08:00:41.272045,,,,application/json,application/json,auth-service,v1,c99f2e95-fdd3-4a9f-9e3b-e48483d27e79,svc-key-78e28179a53d4868,dc-central,rack-16,srv-612
2025-04-05T19:00:41.481044,product-service,gcp-cloud,DELETE,/products,133.149.48.193,202,5777,34.42,,,svc-8e377f92-fa07-f3ef,trace-b35fee8bec1845be,span-ef8f7d52,,90.7,64.95,647,False,product-service,v1,gcp-cloud,inst-49cb692c,ap-south,2025-02-23T08:00:41.308044,gcp,gcp-small,asg-product-service-06877f,application/json,application/json,product-service,v3,888f53d8-03a5-4a0f-a429-cb9a6e942e2e,,,,
2025-04-09T14:00:41.651044,user-service,aws-cloud,DELETE,/users/validate,232.120.4.88,200,8060,82.51,,,svc-4327fabd-dd11-7255,trace-17da95b40fc74d0a,span-aaefd57b,parent-a0466396,25.36,64.14,341,False,user-service,v3,aws-cloud,inst-1e63ceb1,us-east,2025-02-24T08:00:41.288044,aws,aws-large,asg-user-service-eced25,application/json,application/json,user-service,v2,353996e2-7afb-41f4-b309-1ba7bc034431,svc-key-183fbd4bbc39423b,,,
2025-03-18T15:00:41.447044,auth-service,azure-cloud,POST,/validate,1.153.103.59,204,0,63.27,,,svc-caf9b70e-f16c-39c9,trace-66555fefa5b74517,span-5942e4b7,parent-b9230560,76.84,86.01,661,False,auth-service,v1,azure-cloud,inst-3b856853,ap-south,2025-02-06T08:00:41.318044,azure,azure-medium,asg-auth-service-c3fcd8,application/json,application/json,auth-service,v1,2b1198bb-c973-4116-85e8-e9342045deca,svc-key-542cda6efede4d1d,,,
2025-04-15T01:13:44.270046,product-service,on-premise,PUT,/products,229.61.252.73,200,2769,2917.12,,,svc-0e1aa1b9-ab21-f058,trace-a17f891633bc479a,span-03fbe12a,parent-c970d040,66.8,56.52,251,True,product-service,v3,on-premise,inst-85a6a80b,ap-south,2025-04-01T08:00:41.270046,,,,application/json,application/json,product-service,v2,bf3b76f1-ec6f-45ae-8be1-335c2581c5fd,,dc-east,rack-11,srv-982
2025-04-14T07:31:01.244044,auth-service,aws-cloud,DELETE,/revoke-token,17.93.180.79,202,3990,82.94,,,svc-fd5dcd43-c543-1122,trace-8d6692bbcd8c41ff,span-b27a4809,parent-0d56a8a7,56.75,73.69,121,False,auth-service,v1,aws-cloud,inst-d1622fe6,us-west,2025-01-18T08:00:41.244044,aws,aws-medium,asg-auth-service-006075,application/json,application/json,auth-service,v3,ee0f1770-f6df-47d2-82e3-f4d6836a52f3,svc-key-b91a51b6c95e4eea,,,
2025-04-13T00:43:41.264044,auth-service,gcp-cloud,DELETE,/validate,221.138.191.10,500,730,1424.98,Unexpected service condition,E500_2565,svc-f58d8d3a-421b-d586,trace-a7f25ea6716748cd,span-e0e393b9,parent-ef9f875b,61.63,82.76,179,False,auth-service,v3,gcp-cloud,inst-6813ef95,eu-central,2025-01-17T08:00:41.264044,gcp,gcp-large,asg-auth-service-14bfb7,application/json,application/json,auth-service,v3,ece45061-0cc9-411c-89d3-df65f8941af1,svc-key-a992cf5082d743f6,,,
2025-03-23T19:00:41.815044,payment-service,on-premise,PUT,/payments/c3dc538f-8427-4b9c-ac7c-a2810c0442e6,201.113.216.73,202,6000,458.25,,,svc-44e383ed-c67d-dcea,trace-d9bfa657595a4c84,span-6ae044ee,,68.51,33.3,707,False,payment-service,v3,on-premise,inst-de6d7ba0,ap-south,2025-03-12T08:00:41.297044,,,,application/json,application/json,payment-service,v3,75b0e2bc-f927-4033-9844-7c47f37e81b2,svc-key-200bd15494da484a,dc-west,rack-20,srv-534
2025-04-09T01:00:41.367045,user-service,azure-cloud,GET,/users/0714bc27-b732-4dc9-a42e-62f5ccf6a44a,92.31.175.123,202,7313,154.94,,,svc-d49c62db-bd95-0301,trace-ef4b05a370e24663,span-b00e879f,parent-0522d3f4,19.52,51.99,12,False,user-service,v1,azure-cloud,inst-47b94e98,us-west,2025-04-05T08:00:41.286044,azure,azure-large,asg-user-service-d91030,application/json,application/json,user-service,v2,78a4e36e-4463-43d4-9c24-c9b05ee53c63,svc-key-90e07822bf9d450e,,,
